bank_settlement_id,deposited_amount,settlement_date,description
BANK-TXN-10621,3969.46,2026-08-04,Razorpay Settlement for pay_2a0cc993d4f1
BANK-TXN-10622,6754.73,2026-09-02,Razorpay Settlement for pay_46f3630b35ba
BANK-TXN-10623,11709.41,2026-08-16,Razorpay Settlement for pay_02d53c1f8117
BANK-TXN-10624,3069.72,2026-08-03,Razorpay Settlement for pay_1743e4cbaa50
BANK-TXN-10625,1414.9,2026-08-24,Razorpay Settlement for pay_68d2cee47dfe
BANK-TXN-10626,3064.17,2026-08-04,Razorpay Settlement for pay_c7ccf2f080eb
BANK-TXN-10627,12484.89,2026-08-06,Razorpay Settlement for pay_984370be0d6d
BANK-TXN-10628,2632.52,2026-08-03,Razorpay Settlement for pay_41f73a0823d3
BANK-TXN-10629,623.61,2026-08-25,Razorpay Settlement for pay_8dec4e7f3710
BANK-TXN-10630,2910.44,2026-08-13,Razorpay Settlement for pay_163655d2221d
BANK-TXN-10631,9052.44,2026-08-30,Razorpay Settlement for pay_3cef39ae3251
BANK-TXN-10632,12999.82,2026-08-11,Razorpay Settlement for pay_3e8f11e750db
BANK-TXN-10633,2186.47,2026-08-04,Razorpay Settlement for pay_4a41fa3c8b19
BANK-TXN-10634,9344.46,2026-08-30,Razorpay Settlement for pay_331914c4d807
BANK-TXN-10635,7043.85,2026-08-28,Razorpay Settlement for pay_f69ba39451a5
BANK-TXN-10636,4860.55,2026-09-01,Razorpay Settlement for pay_1c805a9c260f
BANK-TXN-10637,3372.67,2026-08-02,Razorpay Settlement for pay_07ab8f1b6b11
BANK-TXN-10638,3693.68,2026-08-05,Razorpay Settlement for pay_be8a24943b03
BANK-TXN-10639,12473.71,2026-09-01,Razorpay Settlement for pay_25605f4dad42
BANK-TXN-10640,3626.94,2026-08-31,Razorpay Settlement for pay_49e51c82f819
BANK-TXN-10641,13452.36,2026-08-26,Razorpay Settlement for pay_29ede305c0e1
BANK-TXN-10642,8370.55,2026-08-24,Razorpay Settlement for pay_84be84266b7e
BANK-TXN-10643,4678.51,2026-08-27,Razorpay Settlement for pay_f4e210575877
BANK-TXN-10644,8922.52,2026-08-04,Razorpay Settlement for pay_9a0994853180
BANK-TXN-10645,13509.16,2026-08-17,Razorpay Settlement for pay_07605fee6d06
BANK-TXN-10646,2769.88,2026-08-06,Razorpay Settlement for pay_78d95943810f
BANK-TXN-10647,10416.92,2026-08-02,Razorpay Settlement for pay_1973ea3b55b7
BANK-TXN-10648,5488.36,2026-08-05,Razorpay Settlement for pay_3422f0b0c5ff
BANK-TXN-10649,8695.59,2026-08-25,Razorpay Settlement for pay_bb9787fe03e4
BANK-TXN-10650,10818.03,2026-08-12,Razorpay Settlement for pay_f0bb54b96c54
BANK-TXN-10651,4797.87,2026-08-23,Razorpay Settlement for pay_209f321ba0f7
BANK-TXN-10652,2739.3,2026-08-24,Razorpay Settlement for pay_02169507b703
BANK-TXN-10653,2773.48,2026-08-24,Razorpay Settlement for pay_4af6f08ae892
BANK-TXN-10654,12441.51,2026-09-01,Razorpay Settlement for pay_dde9b5b95738
BANK-TXN-10655,11926.93,2026-08-21,Razorpay Settlement for pay_dbe51131578f
BANK-TXN-10656,7392.67,2026-08-20,Razorpay Settlement for pay_69a3ad95e95e
BANK-TXN-10657,14444.44,2026-08-04,Razorpay Settlement for pay_180d31b64d24
BANK-TXN-10658,10478.84,2026-08-30,Razorpay Settlement for pay_19791d8bfb60
BANK-TXN-10659,3815.34,2026-08-02,Razorpay Settlement for pay_ea7ebce201c6
BANK-TXN-10660,214.58,2026-08-10,Razorpay Settlement for pay_b92136b326d4
BANK-TXN-10661,1667.12,2026-08-13,Razorpay Settlement for pay_9ef41b637681
BANK-TXN-10662,11193.56,2026-08-29,Razorpay Settlement for pay_874b99d4e0ff
BANK-TXN-10663,12462.93,2026-08-16,Razorpay Settlement for pay_41c0dc5738d9
BANK-TXN-10664,1272.21,2026-08-12,Razorpay Settlement for pay_f2cf88df87db
BANK-TXN-10665,8130.35,2026-08-08,Razorpay Settlement for pay_c96d6c9eebd5
BANK-TXN-10666,7197.61,2026-08-22,Razorpay Settlement for pay_d28eaa4081da
BANK-TXN-10667,8866.71,2026-09-02,Razorpay Settlement for pay_5f896f417abf
BANK-TXN-10668,3177.31,2026-08-03,Razorpay Settlement for pay_b535be94bdae
BANK-TXN-10669,13603.4,2026-08-24,Razorpay Settlement for pay_de70d40289b1
BANK-TXN-10670,1587.17,2026-08-11,Razorpay Settlement for pay_19ce7f188ea7
BANK-TXN-10671,986.54,2026-08-19,Razorpay Settlement for pay_d51609364544
BANK-TXN-10672,9797.94,2026-08-04,Razorpay Settlement for pay_80689f3b937c
BANK-TXN-10673,11579.85,2026-08-17,Razorpay Settlement for pay_51c81bc90533
BANK-TXN-10674,1517.85,2026-08-30,Razorpay Settlement for pay_4e28c8c246c0
BANK-TXN-10675,2902.2,2026-08-13,Razorpay Settlement for pay_5eaae5d5c97a
BANK-TXN-10676,3477.42,2026-08-17,Razorpay Settlement for pay_fd8bb16f070e
BANK-TXN-10677,10297.61,2026-08-03,Razorpay Settlement for pay_c512d69c59d5
BANK-TXN-10678,7925.98,2026-08-23,Razorpay Settlement for pay_af8218f7ca0b
BANK-TXN-10679,7775.54,2026-08-03,Razorpay Settlement for pay_1b0e00360157
BANK-TXN-10680,4439.15,2026-08-30,Razorpay Settlement for pay_f0642f350353
BANK-TXN-10681,8480.98,2026-08-24,Razorpay Settlement for pay_03582f0eb1b6
BANK-TXN-10682,13961.19,2026-09-02,Razorpay Settlement for pay_03ba5de60747
BANK-TXN-10683,814.97,2026-08-27,Razorpay Settlement for pay_b16a55d705e7
BANK-TXN-10684,9293.29,2026-08-15,Razorpay Settlement for pay_640e04d8363e
BANK-TXN-10685,11905.72,2026-09-01,Razorpay Settlement for pay_ee88602ee91a
BANK-TXN-10686,4926.15,2026-08-19,Razorpay Settlement for pay_e8cabed651f1
BANK-TXN-10687,10354.78,2026-08-16,Razorpay Settlement for pay_3a250aee9824
BANK-TXN-10688,8413.88,2026-08-15,Razorpay Settlement for pay_5d1d5a549b64
BANK-TXN-10689,2282.44,2026-08-07,Razorpay Settlement for pay_eb15e6a54c67
BANK-TXN-10690,3641.85,2026-08-14,Razorpay Settlement for pay_383ce7e2f2c7
BANK-TXN-10691,10293.44,2026-08-11,Razorpay Settlement for pay_d5dee42dfe1f
BANK-TXN-10692,14326.08,2026-08-09,Razorpay Settlement for pay_8850ad8c0e09
BANK-TXN-10693,10766.51,2026-08-28,Razorpay Settlement for pay_0ebf312a9fb9
BANK-TXN-10694,12146.85,2026-08-16,Razorpay Settlement for pay_bfd4b76dced0
BANK-TXN-10695,1011.21,2026-08-18,Razorpay Settlement for pay_044bd63415f8
BANK-TXN-10696,6046.7,2026-08-12,Razorpay Settlement for pay_c9d45309772d
BANK-TXN-10697,1031.83,2026-08-08,Razorpay Settlement for pay_f85de69a49d7
BANK-TXN-10698,3083.88,2026-08-03,Razorpay Settlement for pay_d7badaf5a708
BANK-TXN-10699,9411.99,2026-08-17,Razorpay Settlement for pay_0be6e6fab0ea
BANK-TXN-10700,7285.36,2026-08-02,Razorpay Settlement for pay_52f6909af578
BANK-TXN-10701,8192.55,2026-09-01,Razorpay Settlement for pay_4521a466b081
BANK-TXN-10702,12246.94,2026-08-28,Razorpay Settlement for pay_7b4fc0b346aa
BANK-TXN-10703,2558.81,2026-08-02,Razorpay Settlement for pay_30e696201844
BANK-TXN-10704,10025.29,2026-08-10,Razorpay Settlement for pay_e8e9f0fa3882
BANK-TXN-10705,12736.59,2026-08-16,Razorpay Settlement for pay_3b746c7ec3e3
BANK-TXN-10706,2708.1,2026-08-31,Razorpay Settlement for pay_ba3a4e8e2350
BANK-TXN-10707,13873.34,2026-08-11,Razorpay Settlement for pay_7b28c6f896b1
BANK-TXN-10708,5253.68,2026-08-30,Razorpay Settlement for pay_6b6d948a0cdc
BANK-TXN-10709,7747.33,2026-08-16,Razorpay Settlement for pay_05eddb5fb03e
BANK-TXN-10710,14691.72,2026-08-05,Razorpay Settlement for pay_0b90fb589f38
BANK-TXN-10711,4295.95,2026-08-22,Razorpay Settlement for pay_1f258316192b
BANK-TXN-10712,9644.87,2026-08-23,Razorpay Settlement for pay_cf65b73753df
BANK-TXN-10713,1019.46,2026-08-18,Razorpay Settlement for pay_cc171c8d7fb8
BANK-TXN-10714,10657.49,2026-08-13,Razorpay Settlement for pay_eb9abef7f921
BANK-TXN-10715,5827.54,2026-08-11,Razorpay Settlement for pay_8edc14ead90c
BANK-TXN-10716,2950.53,2026-08-24,Razorpay Settlement for pay_ea560ad81962
BANK-TXN-10717,7096.06,2026-08-20,Razorpay Settlement for pay_03040ffe39e3
BANK-TXN-10718,10942.29,2026-08-06,Razorpay Settlement for pay_25d3fb4bdf70
BANK-TXN-10719,1491.21,2026-08-30,Razorpay Settlement for pay_352763f4067a
BANK-TXN-10720,11626.47,2026-08-25,Razorpay Settlement for pay_9cf81c422066
BANK-TXN-10721,6922.39,2026-08-10,Razorpay Settlement for pay_6303ab1e50e2
BANK-TXN-10722,8612.86,2026-08-04,Razorpay Settlement for pay_b4d8daeeb18a
BANK-TXN-10723,1933.81,2026-08-30,Razorpay Settlement for pay_73edb9f75f86
BANK-TXN-10724,12826.8,2026-08-11,Razorpay Settlement for pay_a891a6a29ed3
BANK-TXN-10725,14514.23,2026-08-08,Razorpay Settlement for pay_65177e1f0a6c
BANK-TXN-10726,9398.77,2026-08-22,Razorpay Settlement for pay_3d02c9741563
BANK-TXN-10727,11415.46,2026-08-10,Razorpay Settlement for pay_4a7a419f1117
BANK-TXN-10728,9106.63,2026-08-27,Razorpay Settlement for pay_ed30323ceb05
BANK-TXN-10729,259.68,2026-08-15,Razorpay Settlement for pay_d7f46ddcc14a
BANK-TXN-10730,4869.37,2026-08-13,Razorpay Settlement for pay_5a8368df3053
BANK-TXN-10731,10836.18,2026-08-23,Razorpay Settlement for pay_0cd776a45cbc
BANK-TXN-10732,2066.02,2026-08-30,Razorpay Settlement for pay_2c83cf32aae5
BANK-TXN-10733,1142.93,2026-08-20,Razorpay Settlement for pay_d782c6f635aa
BANK-TXN-10734,10752.47,2026-09-01,Razorpay Settlement for pay_7c3a098357db
BANK-TXN-10735,5167.0,2026-08-30,Razorpay Settlement for pay_396623410257
BANK-TXN-10736,13947.02,2026-08-26,Razorpay Settlement for pay_926ce4a80368
BANK-TXN-10737,14480.7,2026-08-09,Razorpay Settlement for pay_b93f4bb57802
BANK-TXN-10738,2646.95,2026-08-02,Razorpay Settlement for pay_e66464060919
BANK-TXN-10739,12909.39,2026-08-22,Razorpay Settlement for pay_16f6581cfc25
BANK-TXN-10740,8810.28,2026-08-20,Razorpay Settlement for pay_0f27051a28f0
BANK-TXN-10741,482.34,2026-08-05,Razorpay Settlement for pay_c950a96e5c73
BANK-TXN-10742,8133.78,2026-08-16,Razorpay Settlement for pay_9b83a335e86b
BANK-TXN-10743,10141.97,2026-08-06,Razorpay Settlement for pay_5ab0b1812a41
BANK-TXN-10744,9804.66,2026-08-16,Razorpay Settlement for pay_2a8a7642b926
BANK-TXN-10745,4296.38,2026-08-26,Razorpay Settlement for pay_9f5db524c3eb
BANK-TXN-10746,11479.51,2026-08-09,Razorpay Settlement for pay_9894317a9987
BANK-TXN-10747,2522.06,2026-08-24,Razorpay Settlement for pay_cbf14bc55c07
BANK-TXN-10748,3597.27,2026-08-25,Razorpay Settlement for pay_1587491361cb
BANK-TXN-10749,8523.51,2026-08-04,Razorpay Settlement for pay_59021088d275
BANK-TXN-10750,7617.78,2026-09-01,Razorpay Settlement for pay_c470f5dbaf28
BANK-TXN-10751,11990.34,2026-08-16,Razorpay Settlement for pay_bd281ee83b04
BANK-TXN-10752,10011.82,2026-08-11,Razorpay Settlement for pay_e45907b23220
BANK-TXN-10753,11192.99,2026-08-05,Razorpay Settlement for pay_291a8bb9ef59
BANK-TXN-10754,9582.97,2026-08-29,Razorpay Settlement for pay_d574ca77ec9a
BANK-TXN-10755,4087.56,2026-08-30,Razorpay Settlement for pay_575749711afb
BANK-TXN-10756,1847.02,2026-08-28,Razorpay Settlement for pay_f56e85071918
BANK-TXN-10757,12534.14,2026-08-10,Razorpay Settlement for pay_1f67a9e34ee9
BANK-TXN-10758,2117.95,2026-08-30,Razorpay Settlement for pay_2d689402efd8
BANK-TXN-10759,13412.44,2026-08-07,Razorpay Settlement for pay_dc12b404623d
BANK-TXN-10760,2825.01,2026-08-21,Razorpay Settlement for pay_9ea475c4fc4a
BANK-TXN-10761,12706.8,2026-08-14,Razorpay Settlement for pay_3d88a2f83fcb
BANK-TXN-10762,13069.66,2026-08-31,Razorpay Settlement for pay_9b4cb9eda5e1
BANK-TXN-10763,4753.71,2026-08-04,Razorpay Settlement for pay_46ee02c66b33
BANK-TXN-10764,7783.09,2026-08-29,Razorpay Settlement for pay_c70a3682843c
BANK-TXN-10765,7185.91,2026-08-24,Razorpay Settlement for pay_f7fda0060c57
BANK-TXN-10766,14522.93,2026-08-29,Razorpay Settlement for pay_0da1f3f0753f
BANK-TXN-10767,12507.65,2026-08-22,Razorpay Settlement for pay_8fa4aa73cc25
BANK-TXN-10768,3426.14,2026-08-10,Razorpay Settlement for pay_802baee1e853
BANK-TXN-10769,6854.71,2026-08-28,Razorpay Settlement for pay_790890c76a18
BANK-TXN-10770,4721.3,2026-08-29,Razorpay Settlement for pay_543d1c65d3c8
BANK-TXN-10771,6047.49,2026-08-22,Razorpay Settlement for pay_977f7465be0f
BANK-TXN-10772,1514.34,2026-08-19,Razorpay Settlement for pay_97e6d58ef8a7
BANK-TXN-10773,9935.06,2026-08-19,Razorpay Settlement for pay_9fb41cf5f6a4
BANK-TXN-10774,3429.21,2026-08-28,Razorpay Settlement for pay_bfdf2f4a809b
BANK-TXN-10775,7058.33,2026-08-20,Razorpay Settlement for pay_71d805271dad
BANK-TXN-10776,11209.18,2026-08-16,Razorpay Settlement for pay_f9bb3f9207dd
BANK-TXN-10777,9386.63,2026-08-12,Razorpay Settlement for pay_bc2061c591f7
BANK-TXN-10778,1738.1,2026-08-18,Razorpay Settlement for pay_f1afe7639b21
BANK-TXN-10779,10661.49,2026-08-07,Razorpay Settlement for pay_ee79badcf5fb
BANK-TXN-10780,1947.3,2026-08-21,Razorpay Settlement for pay_ce55e711c6d4
BANK-TXN-10781,5097.39,2026-08-16,Razorpay Settlement for pay_47c327beeedf
BANK-TXN-10782,9944.75,2026-09-01,Razorpay Settlement for pay_96330e538281
BANK-TXN-10783,9746.26,2026-08-30,Razorpay Settlement for pay_b2afc0c9533b
BANK-TXN-10784,900.48,2026-08-02,Razorpay Settlement for pay_17871a0ea762
BANK-TXN-10785,7568.86,2026-08-20,Razorpay Settlement for pay_355242902771
BANK-TXN-10786,12020.3,2026-08-20,Razorpay Settlement for pay_93e7d3a55a32
BANK-TXN-10787,12998.62,2026-08-24,Razorpay Settlement for pay_7d71536c9be3
BANK-TXN-10788,2130.42,2026-08-12,Razorpay Settlement for pay_66201a0a8608
BANK-TXN-10789,4531.43,2026-08-25,Razorpay Settlement for pay_048064b17c68
BANK-TXN-10790,3348.34,2026-08-25,Razorpay Settlement for pay_404ee3e24120
BANK-TXN-10791,5204.13,2026-08-24,Razorpay Settlement for pay_39a5a5e2cec5
BANK-TXN-10792,8064.29,2026-08-22,Razorpay Settlement for pay_07c1d3957549
BANK-TXN-10793,7163.28,2026-08-05,Razorpay Settlement for pay_dcb2bd00529b
BANK-TXN-10794,12922.93,2026-08-26,Razorpay Settlement for pay_86f01533507f
BANK-TXN-10795,562.55,2026-08-03,Razorpay Settlement for pay_f1df34fde760
BANK-TXN-10796,4068.25,2026-08-23,Razorpay Settlement for pay_3c267f2d57fd
BANK-TXN-10797,12370.39,2026-08-23,Razorpay Settlement for pay_0717f9b73c85
BANK-TXN-10798,5398.33,2026-08-27,Razorpay Settlement for pay_277796b67032
BANK-TXN-10799,8345.58,2026-08-22,Razorpay Settlement for pay_0de948fabbc7
BANK-TXN-10800,3642.08,2026-08-22,Razorpay Settlement for pay_de68070e2c1b
BANK-TXN-10801,5730.47,2026-08-23,Razorpay Settlement for pay_d46d554e42d4
BANK-TXN-10802,976.34,2026-08-23,Razorpay Settlement for pay_dcb8d72a5c81
BANK-TXN-10803,3467.36,2026-08-21,Razorpay Settlement for pay_88b31a7e6d71
BANK-TXN-10804,8947.53,2026-08-21,Razorpay Settlement for pay_7be4b72828c8
BANK-TXN-10805,1276.1,2026-08-16,Razorpay Settlement for pay_1005cb59324c
BANK-TXN-10806,785.36,2026-08-18,Razorpay Settlement for pay_2eac20a55d03
BANK-TXN-10807,8666.13,2026-08-10,Razorpay Settlement for pay_4c8dccfa90c3
BANK-TXN-10808,13793.42,2026-08-12,Razorpay Settlement for pay_50b4a6cf79eb
BANK-TXN-10809,933.61,2026-08-31,Razorpay Settlement for pay_66ee4dddf974
BANK-TXN-10810,5389.68,2026-08-28,Razorpay Settlement for pay_850c9ecd7304
BANK-TXN-10811,1184.83,2026-08-09,Razorpay Settlement for pay_0d7115070b86
BANK-TXN-10812,1529.57,2026-08-19,Razorpay Settlement for pay_3be0e57d26d1
BANK-TXN-10813,5429.01,2026-08-23,Razorpay Settlement for pay_4c4a1d7ae25b
BANK-TXN-10814,14651.14,2026-08-21,Razorpay Settlement for pay_a923d44e38eb
BANK-TXN-10815,3682.01,2026-08-23,Razorpay Settlement for pay_4c10f7467f78
BANK-TXN-10816,13480.68,2026-08-23,Razorpay Settlement for pay_34e3bf1741ef
BANK-TXN-10817,4294.78,2026-08-11,Razorpay Settlement for pay_a83913acd060
BANK-TXN-10818,7256.62,2026-08-28,Razorpay Settlement for pay_625b4f254c13
BANK-TXN-10819,1390.34,2026-08-08,Razorpay Settlement for pay_c051c1df38cd
BANK-TXN-10820,302.32,2026-09-02,Razorpay Settlement for pay_14cc48251244
BANK-TXN-10821,12216.17,2026-08-05,Razorpay Settlement for pay_39f0be31fd57
BANK-TXN-10822,10146.37,2026-08-28,Razorpay Settlement for pay_c5ec0e58e278
BANK-TXN-10823,1465.4,2026-08-24,Razorpay Settlement for pay_dcbc3da2dcff
BANK-TXN-10824,1217.69,2026-08-27,Razorpay Settlement for pay_bb064cf8b579
BANK-TXN-10825,9336.68,2026-08-15,Razorpay Settlement for pay_7405eb4a7eff
BANK-TXN-10826,1911.91,2026-08-02,Razorpay Settlement for pay_01a52d6d9d8e
BANK-TXN-10827,11160.46,2026-08-25,Razorpay Settlement for pay_e1dd7d118a16
BANK-TXN-10828,13656.41,2026-08-29,Razorpay Settlement for pay_4a21848809eb
BANK-TXN-10829,8993.63,2026-08-28,Razorpay Settlement for pay_29603a511f0b
BANK-TXN-10830,5836.01,2026-09-01,Razorpay Settlement for pay_39e25660bdf4
BANK-TXN-10831,2140.8,2026-08-08,Razorpay Settlement for pay_9bf1dc12d73f
BANK-TXN-10832,14121.79,2026-08-27,Razorpay Settlement for pay_72f7b0fa930a
BANK-TXN-10833,5607.88,2026-08-24,Razorpay Settlement for pay_3d94840cc4b5
BANK-TXN-10834,1983.4,2026-08-30,Razorpay Settlement for pay_e95ac09f93ff
BANK-TXN-10835,8137.31,2026-08-21,Razorpay Settlement for pay_6d16a30fcecc
BANK-TXN-10836,13301.04,2026-08-09,Razorpay Settlement for pay_07fda21cebea
BANK-TXN-10837,7630.06,2026-08-15,Razorpay Settlement for pay_97d30e05247d
BANK-TXN-10838,984.85,2026-08-24,Razorpay Settlement for pay_fe0bb456570b
BANK-TXN-10839,9938.12,2026-08-19,Razorpay Settlement for pay_325d1c2a8d63
BANK-TXN-10840,7262.21,2026-08-09,Razorpay Settlement for pay_e0034d02074e
BANK-TXN-10841,3542.6,2026-08-07,Razorpay Settlement for pay_3deda94ba39e
BANK-TXN-10842,7132.07,2026-08-04,Razorpay Settlement for pay_35461344a5ca
BANK-TXN-10843,266.08,2026-08-12,Razorpay Settlement for pay_aeddf1c242da
BANK-TXN-10844,9490.72,2026-08-10,Razorpay Settlement for pay_11ae9346164a
BANK-TXN-10845,10827.04,2026-08-13,Razorpay Settlement for pay_e991aac4a9ef
BANK-TXN-10846,4626.56,2026-08-16,Razorpay Settlement for pay_303468d14688
BANK-TXN-10847,12405.37,2026-08-22,Razorpay Settlement for pay_d88f12d2a475
BANK-TXN-10848,7552.12,2026-08-04,Razorpay Settlement for pay_87db7cdfd271
BANK-TXN-10849,11178.71,2026-08-20,Razorpay Settlement for pay_cd75c5f98805
BANK-TXN-10850,13162.37,2026-08-19,Razorpay Settlement for pay_62dfbcdc91c7
BANK-TXN-10851,5888.8,2026-08-26,Razorpay Settlement for pay_44e65e2b8d49
BANK-TXN-10852,1509.4,2026-08-16,Razorpay Settlement for pay_bfe855e300ef
BANK-TXN-10853,12495.13,2026-08-03,Razorpay Settlement for pay_305ba4e32726
BANK-TXN-10854,2505.36,2026-08-18,Razorpay Settlement for pay_986c4990b11c
BANK-TXN-10855,782.25,2026-08-25,Razorpay Settlement for pay_b46adb6eabfb
BANK-TXN-10856,3590.21,2026-08-04,Razorpay Settlement for pay_bf95a83889ae
BANK-TXN-10857,7008.16,2026-08-31,Razorpay Settlement for pay_8af26cb2ee96
BANK-TXN-10858,1693.18,2026-08-04,Razorpay Settlement for pay_af2549aaa371
BANK-TXN-10859,8091.25,2026-08-25,Razorpay Settlement for pay_ef57807e3722
BANK-TXN-10860,8719.7,2026-08-22,Razorpay Settlement for pay_3c9d34824188
BANK-TXN-10861,3428.93,2026-08-10,Razorpay Settlement for pay_4ea3ae625b9c
BANK-TXN-10862,11691.4,2026-08-28,Razorpay Settlement for pay_043c327df084
BANK-TXN-10863,2597.95,2026-08-30,Razorpay Settlement for pay_585fdb87124a
BANK-TXN-10864,2375.09,2026-08-22,Razorpay Settlement for pay_97a5147f20ca
BANK-TXN-10865,1912.26,2026-08-22,Razorpay Settlement for pay_e49f4ad74a51
BANK-TXN-10866,1811.7,2026-08-27,Razorpay Settlement for pay_4e4c02b54ada
BANK-TXN-10867,8513.85,2026-08-09,Razorpay Settlement for pay_fe8c777cc531
BANK-TXN-10868,2807.27,2026-08-07,Razorpay Settlement for pay_3453d463143b
BANK-TXN-10869,12937.89,2026-08-21,Razorpay Settlement for pay_32e693214abd
BANK-TXN-10870,14595.22,2026-08-08,Razorpay Settlement for pay_feca66c92a25
BANK-TXN-10871,2265.9,2026-08-09,Razorpay Settlement for pay_56fcb2e5351a
BANK-TXN-10872,2628.63,2026-08-24,Razorpay Settlement for pay_7f13bb000ceb
BANK-TXN-10873,3529.22,2026-08-22,Razorpay Settlement for pay_2e0888846d29
BANK-TXN-10874,7777.41,2026-08-05,Razorpay Settlement for pay_90349316ecd3
BANK-TXN-10875,2769.33,2026-08-07,Razorpay Settlement for pay_f785cffb243a
BANK-TXN-10876,1900.46,2026-08-19,Razorpay Settlement for pay_5a4f1a3c7ee7
BANK-TXN-10877,12198.37,2026-08-06,Razorpay Settlement for pay_859f435b5a91
BANK-TXN-10878,826.03,2026-08-15,Razorpay Settlement for pay_04bc02de8851
BANK-TXN-10879,11344.81,2026-09-01,Razorpay Settlement for pay_72be14b772b5
BANK-TXN-10880,11241.36,2026-08-28,Razorpay Settlement for pay_41ebe0b939a2
BANK-TXN-10881,11131.0,2026-08-06,Razorpay Settlement for pay_1e76a4ab614c
BANK-TXN-10882,3935.2,2026-08-22,Razorpay Settlement for pay_8dd89609a67f
BANK-TXN-10883,7774.93,2026-08-25,Razorpay Settlement for pay_f58f2b8ec883
BANK-TXN-10884,11845.71,2026-08-22,Razorpay Settlement for pay_0182fa6fbede
BANK-TXN-10885,9646.45,2026-08-05,Razorpay Settlement for pay_174607a27476
BANK-TXN-10886,8385.98,2026-08-29,Razorpay Settlement for pay_1acd2294d39b
BANK-TXN-10887,8203.73,2026-08-14,Razorpay Settlement for pay_9d99c861a988
BANK-TXN-10888,7212.46,2026-08-13,Razorpay Settlement for pay_125af115cd23
BANK-TXN-10889,10782.08,2026-08-14,Razorpay Settlement for pay_96b8d648144b
BANK-TXN-10890,10338.81,2026-08-09,Razorpay Settlement for pay_e2b690c0042f
BANK-TXN-10891,11597.32,2026-08-08,Razorpay Settlement for pay_71b1aa7b5430
BANK-TXN-10892,11862.58,2026-08-15,Razorpay Settlement for pay_aefec5cedd4a
BANK-TXN-10893,1474.39,2026-09-01,Razorpay Settlement for pay_0a54dc0c73ff
BANK-TXN-10894,743.6,2026-08-13,Razorpay Settlement for pay_1003ceb5a9ec
BANK-TXN-10895,4350.95,2026-08-22,Razorpay Settlement for pay_33e728aa3493
BANK-TXN-10896,7366.32,2026-08-28,Razorpay Settlement for pay_1e8e86ff7ed6
BANK-TXN-10897,11855.91,2026-08-30,Razorpay Settlement for pay_39e1d5568a12
BANK-TXN-10898,7677.36,2026-08-04,Razorpay Settlement for pay_39fd920f63ec
BANK-TXN-10899,5413.67,2026-08-08,Razorpay Settlement for pay_07c10c5ebe9b
BANK-TXN-10900,5989.39,2026-08-04,Razorpay Settlement for pay_0c0c6a9eef17
BANK-TXN-10901,418.87,2026-08-20,Razorpay Settlement for pay_47f154e72a05
BANK-TXN-10902,12230.91,2026-08-19,Razorpay Settlement for pay_530b072c3833
BANK-TXN-10903,8990.7,2026-09-01,Razorpay Settlement for pay_01034f047648
BANK-TXN-10904,263.46,2026-09-01,Razorpay Settlement for pay_7a36b1626711
BANK-TXN-10905,1245.88,2026-08-18,Razorpay Settlement for pay_a97626460058
BANK-TXN-10906,7640.71,2026-09-01,Razorpay Settlement for pay_4ec2bb75ac8f
BANK-TXN-10907,10264.56,2026-08-29,Razorpay Settlement for pay_f851f67d5a58
BANK-TXN-10908,5122.44,2026-08-17,Razorpay Settlement for pay_f0bd427c93af
BANK-TXN-10909,592.69,2026-08-16,Razorpay Settlement for pay_d86e2511c4ee
BANK-TXN-10910,4775.35,2026-08-24,Razorpay Settlement for pay_6c6cce439e11
BANK-TXN-10911,12265.9,2026-08-19,Razorpay Settlement for pay_a2e7e14a9a66
BANK-TXN-10912,11056.42,2026-08-04,Razorpay Settlement for pay_94b367e49891
BANK-TXN-10913,4748.41,2026-08-19,Razorpay Settlement for pay_b17566e02930
BANK-TXN-10914,10103.79,2026-08-10,Razorpay Settlement for pay_abd658f015be
BANK-TXN-10915,10862.66,2026-08-25,Razorpay Settlement for pay_dfa6b66201d8
BANK-TXN-10916,3817.58,2026-08-09,Razorpay Settlement for pay_fe83bd63ae0e
BANK-TXN-10917,13542.4,2026-08-26,Razorpay Settlement for pay_ac98bdf660e5
BANK-TXN-10918,12495.55,2026-08-03,Razorpay Settlement for pay_e3b6b59692d2
BANK-TXN-10919,14487.68,2026-08-13,Razorpay Settlement for pay_8f011ceec324
BANK-TXN-10920,5966.85,2026-08-08,Razorpay Settlement for pay_dabba3cb39e4
BANK-TXN-10921,13824.75,2026-08-18,Razorpay Settlement for pay_2334b98173ee
BANK-TXN-10922,10074.65,2026-08-13,Razorpay Settlement for pay_bbffd30cf9d3
BANK-TXN-10923,6868.86,2026-08-06,Razorpay Settlement for pay_1583d251f294
BANK-TXN-10924,8622.94,2026-08-23,Razorpay Settlement for pay_ef67c0d7e285
BANK-TXN-10925,8152.37,2026-08-21,Razorpay Settlement for pay_2f32e28a380e
BANK-TXN-10926,5503.37,2026-08-17,Razorpay Settlement for pay_3f305cfd3f7f
BANK-TXN-10927,11022.29,2026-08-08,Razorpay Settlement for pay_eeddbe01e3e4
BANK-TXN-10928,2805.11,2026-08-14,Razorpay Settlement for pay_62b30c5f22d9
BANK-TXN-10929,1644.51,2026-08-23,Razorpay Settlement for pay_a3fb9a54bc14
BANK-TXN-10930,12615.9,2026-08-10,Razorpay Settlement for pay_9a6f7f07fd65
